id,x,y,group,parent
cell3_72,3.3736872887294953,4.230588537970737,Stromal,Tissue
cell3_73,3.2993020261920774,4.36864837338236,Stromal,Tissue
cell3_74,3.653810992383945,4.6517220208398635,Stromal,Tissue
cell3_75,3.1350979958829,4.168513893009762,Stromal,Tissue
cell3_76,2.579346219166256,4.195043334578775,Stromal,Tissue
cell3_77,2.929942669351708,3.7603878542286218,Stromal,Tissue
cell3_78,3.0467621191097454,4.551717196920357,Stromal,Tissue
cell3_79,3.4702205165988134,4.705811700340691,Stromal,Tissue
cell3_80,2.509290374918155,3.661025974505596,Stromal,Tissue
cell3_81,3.688780784399985,3.93347552901353,Stromal,Tissue
cell3_82,4.3599535467543085,5.0012267609422,Stromal,Tissue
cell3_83,2.569703099695455,3.8846590368969856,Stromal,Tissue
cell3_84,2.2491592674715433,3.6254851820583367,Stromal,Tissue
cell3_85,2.5737308216073322,3.645811127317642,Stromal,Tissue
cell3_86,3.2788514352518456,4.06603376887806,Stromal,Tissue
cell3_87,2.8714288606724327,3.687751712992785,Stromal,Tissue
cell3_88,3.5931902678053484,3.73419473668129,Stromal,Tissue
cell3_89,3.8330420894497688,3.8698597445930187,Stromal,Tissue
cell3_90,2.720789298466638,4.215747591010699,Stromal,Tissue
cell3_91,2.800868609940595,4.332082666925254,Stromal,Tissue
cell3_92,2.950657492948841,4.2243758965620195,Stromal,Tissue
cell3_93,3.7571351054598603,4.157966714571786,Stromal,Tissue
cell3_94,3.004318917401896,3.7060446007618637,Stromal,Tissue
cell3_95,2.180366051179826,3.755648173739175,Stromal,Tissue
cell3_96,2.17943407136479,3.1354465130003013,Stromal,Tissue
cell3_97,3.352783488319668,4.896350936841973,Stromal,Tissue
cell3_98,3.2819105678565355,4.277846606558263,Stromal,Tissue
cell3_99,4.14198545082369,4.096883359681943,Stromal,Tissue
cell3_100,4.148346934448846,4.192747276752499,Stromal,Tissue
cell3_101,4.141434686761585,4.476590812477439,Stromal,Tissue
cell3_102,3.364951742850188,4.634888137009606,Stromal,Tissue
cell3_103,3.629152031950207,4.5347919934457295,Stromal,Tissue
cell3_104,3.479025332187544,4.420586222497287,Stromal,Tissue
cell3_105,3.9810409671993283,5.005590750531007,Stromal,Tissue
cell3_106,1.993209773362222,3.9381717835768524,Stromal,Tissue
cell3_107,4.5025434614143816,4.069343647694149,Stromal,Tissue
cell3_108,1.8995973185273605,4.430423145390408,Stromal,Tissue
cell3_109,2.7257395136091667,4.105711571283462,Stromal,Tissue
cell3_110,3.4346572366298167,3.7022248835541447,Stromal,Tissue
cell3_111,2.3176119089028915,2.981807381544339,Stromal,Tissue
cell3_112,3.164684190515924,4.097399717848814,Stromal,Tissue
cell3_113,2.2857729526140287,3.9887763417860516,Stromal,Tissue
cell3_114,3.347664680474,3.89194904148609,Stromal,Tissue
cell3_115,3.2219453843503674,3.818480923027895,Stromal,Tissue
cell3_116,4.161553841824158,4.5598378282884475,Stromal,Tissue
cell3_117,2.1672151348583277,3.6558779791495937,Stromal,Tissue
cell3_118,3.157289844563368,4.012599263371148,Stromal,Tissue
cell3_119,2.811777223815342,5.199465059084643,Stromal,Tissue
cell3_120,2.9376098681584533,3.822441308470579,Stromal,Tissue
cell3_121,2.7578274179407654,3.2529004171413405,Stromal,Tissue
cell3_122,2.837095199519038,4.16930977879389,Stromal,Tissue
cell3_123,2.591917606050334,3.4458172902757047,Stromal,Tissue
cell3_124,2.9164008541004423,4.305853975557703,Stromal,Tissue
cell3_125,2.760294958360134,4.586228292204365,Stromal,Tissue
cell3_126,2.8834047058965795,4.065572559363049,Stromal,Tissue
cell3_127,2.005373697474072,3.5497039436844537,Stromal,Tissue
cell3_128,3.6083289372995884,3.813597194276524,Stromal,Tissue
cell3_129,2.573002997661872,3.298817964557773,Stromal,Tissue
cell3_130,3.159287695280693,4.6840780474876595,Stromal,Tissue
cell3_131,3.099162889265868,4.673300848532426,Stromal,Tissue
cell3_132,2.441009518771822,4.240563631642952,Stromal,Tissue
cell3_133,2.6436954282227996,4.0247489354377555,Stromal,Tissue
cell3_134,3.1384463366646775,4.274033070024951,Stromal,Tissue
cell3_135,3.634394919378797,4.578481769827839,Stromal,Tissue
cell3_136,2.7715194940387846,3.6292387781696314,Stromal,Tissue
cell3_137,3.6953429274875997,3.2790251583839254,Stromal,Tissue
cell3_138,1.9712705464325064,3.571985203695572,Stromal,Tissue
cell3_139,3.097500130152812,3.30607455650928,Stromal,Tissue
cell3_140,3.2774873400881113,4.270837408243629,Stromal,Tissue
cell3_141,2.632791298673281,3.807261966633036,Stromal,Tissue
cell3_142,3.5916750455236244,3.911236852463814,Stromal,Tissue
cell3_143,3.5262183941262184,4.338982581134918,Stromal,Tissue
cell3_144,2.8725307319275952,3.722606888730198,Stromal,Tissue
cell3_145,3.4522646012838254,4.668214879816444,Stromal,Tissue
cell3_146,3.0365754854415585,3.2551084688659397,Stromal,Tissue
cell3_147,2.4792513312413513,4.644615838842677,Stromal,Tissue
cell3_148,3.9942482005843933,4.931556361914999,Stromal,Tissue
cell3_149,3.4082003613675367,4.120893269774949,Stromal,Tissue
cell3_150,1.8334041414130293,3.9306253533443516,Stromal,Tissue
cell3_151,2.92301742358939,3.667216351683069,Stromal,Tissue
cell3_152,3.3805603892079725,3.386062610608466,Stromal,Tissue
cell3_153,1.9440484888910292,3.771928124276207,Stromal,Tissue
cell3_154,3.1451924289303275,4.357700355705496,Stromal,Tissue
cell3_155,2.311828279999234,3.8325306634797385,Stromal,Tissue
cell3_156,3.818945597570992,4.030360372894672,Stromal,Tissue
cell3_157,2.75167111386687,4.592618103066234,Stromal,Tissue
cell3_158,2.0210797122405433,4.7104263884069395,Stromal,Tissue
cell3_159,4.3400158466129986,4.419833334408385,Stromal,Tissue
cell3_160,2.9590750478468295,4.530546586953314,Stromal,Tissue
cell3_161,2.7852176366505144,3.7193241326423556,Stromal,Tissue
cell3_162,3.535832853314342,3.70502210227052,Stromal,Tissue
cell3_163,2.6113094235426524,4.261701904292499,Stromal,Tissue
cell3_164,2.3885820677747924,3.5651679578491837,Stromal,Tissue
cell3_165,2.667183617133009,3.7993574643243826,Stromal,Tissue
cell3_166,3.5552574401902417,4.71072806711604,Stromal,Tissue
cell3_167,2.3497598150757386,3.4936011721571045,Stromal,Tissue
cell3_168,2.5407077977926966,4.019129548473467,Stromal,Tissue
cell3_169,3.7041004476081447,3.3979914440050063,Stromal,Tissue
cell3_170,3.5179513483202984,4.6661863059591315,Stromal,Tissue
cell3_171,3.584018062814473,4.380396098691475,Stromal,Tissue
cell3_172,2.37547428981542,3.6528414553226733,Stromal,Tissue
cell3_173,1.9917085888803454,3.357656745809356,Stromal,Tissue
cell3_174,2.813957865718897,3.1088993272611947,Stromal,Tissue
cell3_175,3.6592670139698833,4.816661021315232,Stromal,Tissue
cell3_176,4.101579741914712,3.7270907522930323,Stromal,Tissue
cell3_177,2.3370361147561276,3.5725397613379917,Stromal,Tissue
cell3_178,2.6693682691821436,3.8217289890083204,Stromal,Tissue
cell3_179,2.6992085618704036,2.9225076381569797,Stromal,Tissue
cell3_180,3.202267823778385,3.5707723668415885,Stromal,Tissue
cell3_181,2.8318789309606593,3.6233173109641026,Stromal,Tissue
cell3_182,2.8394616305945775,3.6136534255939434,Stromal,Tissue
cell3_183,3.535386666619656,4.561558094972607,Stromal,Tissue
cell3_184,2.7828950799493155,3.895483813382933,Stromal,Tissue
cell3_185,3.364002391891659,4.18768848543638,Stromal,Tissue
cell3_186,2.965505891799528,4.717838801900796,Stromal,Tissue
cell3_187,2.925583952812247,3.8857001004710767,Stromal,Tissue
cell3_188,4.052116955923674,3.286537470772063,Stromal,Tissue
cell3_189,3.5656428946899568,4.255466707376725,Stromal,Tissue
cell3_190,2.7950128734400685,4.099988820341337,Stromal,Tissue
cell3_191,2.1776293670493123,3.9250057428846996,Stromal,Tissue
cell3_192,2.7232714510340728,3.2174303281788177,Stromal,Tissue
cell3_193,2.0903175823455546,3.821939140824595,Stromal,Tissue
cell3_194,3.774503686168024,4.067914624033216,Stromal,Tissue
cell3_195,2.4968324737460894,3.3989915385517913,Stromal,Tissue
cell3_196,2.566309151828479,4.466157777026657,Stromal,Tissue
cell3_197,2.5426040077908207,4.25815450504415,Stromal,Tissue
cell3_198,3.1329654330868317,4.444176001517247,Stromal,Tissue
cell3_199,3.3357962287474643,4.9552536693587745,Stromal,Tissue
cell3_200,4.250567184918758,4.527824761309193,Stromal,Tissue
cell3_201,2.3166072513455958,4.300223039972339,Stromal,Tissue
cell3_202,1.8557757457036226,3.487008409643051,Stromal,Tissue
cell3_203,3.357023667959286,4.416005992660717,Stromal,Tissue
cell3_204,2.4227042514218176,4.466702895923522,Stromal,Tissue
cell3_205,2.833737935089309,3.4236175254987513,Stromal,Tissue
cell3_206,4.039648958993736,3.9202236716723333,Stromal,Tissue
cell3_207,2.519534564881944,3.738939754428171,Stromal,Tissue
cell3_208,1.4587925109101632,3.6950053775218104,Stromal,Tissue
cell3_209,3.273247023575929,4.0739107957341645,Stromal,Tissue
cell3_210,2.3200950885537233,3.455910873816973,Stromal,Tissue
cell3_211,3.4446273797509086,3.916153943034274,Stromal,Tissue
cell3_212,3.7906951447599555,4.314494586074483,Stromal,Tissue
cell3_213,2.4314319130441313,3.0896470220653365,Stromal,Tissue
cell3_214,2.161223567960935,3.2784682730540657,Stromal,Tissue
cell3_215,2.8473136377775154,4.682722864128447,Stromal,Tissue
cell3_216,3.175221970467649,4.277894079342088,Stromal,Tissue
cell3_217,2.8101966968619956,3.8281815655417577,Stromal,Tissue
cell3_218,2.6128494687477875,3.630777085406895,Stromal,Tissue
cell3_219,2.649514813570743,4.034117325606882,Stromal,Tissue
cell3_220,4.361541986266471,4.939269800232383,Stromal,Tissue
cell3_221,1.9338042859498916,2.9669694113861613,Stromal,Tissue
cell3_222,1.7210842422306243,3.385318201162512,Stromal,Tissue
cell3_223,3.0653198940012505,4.021999017868874,Stromal,Tissue
cell3_224,2.4544061361354226,3.0738205178094873,Stromal,Tissue
cell3_225,3.8887550064997507,4.346265591030233,Stromal,Tissue
cell3_226,2.537318387868037,3.527978484883113,Stromal,Tissue
cell3_227,2.989068131840144,4.299555585384153,Stromal,Tissue
cell3_228,4.178930695329907,4.4644176767755726,Stromal,Tissue
cell3_229,3.2877805397505613,3.4682877171779385,Stromal,Tissue
cell3_230,1.9306150807630882,3.6338835707059123,Stromal,Tissue
cell3_231,2.451925621908088,2.0767835383107256,Stromal,Tissue
cell3_232,2.9148185225276966,3.9382856752983653,Stromal,Tissue
cell3_233,2.9162108355772642,3.0065090759241864,Stromal,Tissue
cell3_234,1.8356087536068952,3.4821588812992657,Stromal,Tissue
cell3_235,3.391996759668857,4.593540453060845,Stromal,Tissue
cell3_236,2.9728723826482524,3.604812162968586,Stromal,Tissue
cell3_237,2.4983278468090395,4.42512189093015,Stromal,Tissue
cell3_238,3.0971334426933623,4.662222350350092,Stromal,Tissue
cell3_239,2.7238376106647917,3.849923076328492,Stromal,Tissue
cell3_240,3.4163247470349463,4.327492976436992,Stromal,Tissue
cell3_241,2.3935960612910105,4.142840927100666,Stromal,Tissue
cell3_242,2.0892983236348597,3.250716757835447,Stromal,Tissue
cell3_243,3.792736460534625,4.854233114642952,Stromal,Tissue
cell3_244,2.0612337458029115,3.0108137824308003,Stromal,Tissue
cell3_245,2.6454941216116583,3.862622877915526,Stromal,Tissue
cell3_246,2.3656373600920886,3.3331508927050217,Stromal,Tissue
cell3_247,1.802079360671489,3.363438892007232,Stromal,Tissue
cell3_248,2.043302837255571,3.966475876985383,Stromal,Tissue
cell3_249,3.0427414038158913,3.5646087167621934,Stromal,Tissue
cell3_250,3.510434618741362,3.4114482743425576,Stromal,Tissue
cell3_251,2.7066120180409885,5.076294524492723,Stromal,Tissue
cell3_252,2.065260945469718,3.5366419882728506,Stromal,Tissue
cell3_253,2.715505425336972,4.694078387244525,Stromal,Tissue
cell3_254,2.41391500550674,4.2382472770365975,Stromal,Tissue
cell3_255,3.308622103498549,4.414134628104253,Stromal,Tissue
cell3_256,2.584674715469574,3.5096738449232996,Stromal,Tissue
cell3_257,3.1479238614736174,4.03356763315006,Stromal,Tissue
cell3_258,3.420236029627211,3.8251992345076715,Stromal,Tissue
cell3_259,3.7779130276235833,4.5724496211435754,Stromal,Tissue
cell4_0,5.565517216309123,1.4612006289596353,Endothelial,Vascular
cell4_1,4.268337829531232,0.48620745263395204,Endothelial,Vascular
cell4_2,4.486927403055875,0.963498237010425,Endothelial,Vascular
cell4_3,5.197705299359385,1.3257779557845348,Endothelial,Vascular
cell4_4,3.8761288850272884,0.8746320283687508,Endothelial,Vascular
cell4_5,5.114913458416762,1.1795572890943946,Endothelial,Vascular
cell4_6,4.288655307906942,0.6351766856239456,Endothelial,Vascular
cell4_7,4.985347442588653,1.3999085592645277,Endothelial,Vascular
cell4_8,5.0575504195962,1.5543405482743744,Endothelial,Vascular
cell4_9,4.73475944104535,1.288983678746142,Endothelial,Vascular
cell4_10,4.664575627153104,0.7580143536344837,Endothelial,Vascular
cell4_11,4.635560933912516,1.0893186268756643,Endothelial,Vascular
cell4_12,4.794875661210452,0.9315885125788181,Endothelial,Vascular
cell4_13,4.480898264325943,1.1850992149745525,Endothelial,Vascular
cell4_14,5.359768409375004,0.5810079182327434,Endothelial,Vascular
cell4_15,5.257465083294675,1.24324692991419,Endothelial,Vascular
cell4_16,4.276074145047141,1.333798260470123,Endothelial,Vascular
cell4_17,5.1170624174708275,1.3127841579481163,Endothelial,Vascular
cell4_18,4.121120209510812,1.2950176234060433,Endothelial,Vascular
cell4_19,5.096797820396979,0.6005427716798595,Endothelial,Vascular
cell4_20,4.637784522070631,0.9378451334175633,Endothelial,Vascular
cell4_21,4.828270194427791,0.8980339966034763,Endothelial,Vascular
cell4_22,4.982184876815461,0.7600650399230102,Endothelial,Vascular
cell4_23,5.314085934047536,1.0082243210756943,Endothelial,Vascular
cell4_24,5.572017763801571,1.1889960403813744,Endothelial,Vascular
cell4_25,5.469406989541762,1.9967157145846244,Endothelial,Vascular
cell4_26,3.7239910597933825,0.37486790132171965,Endothelial,Vascular
cell4_27,4.9592651106160455,1.4574534879632146,Endothelial,Vascular
cell4_28,5.1676248884950144,1.220665710661012,Endothelial,Vascular
cell4_29,4.787127056170999,1.0683918533722419,Endothelial,Vascular
cell4_30,6.011939508918397,1.0312878227861242,Endothelial,Vascular
cell4_31,5.386336226770767,1.9033361097053483,Endothelial,Vascular
cell4_32,5.353884205252795,1.3577903250371834,Endothelial,Vascular
cell4_33,5.012762295863102,1.307280469762706,Endothelial,Vascular
cell4_34,4.158775728178688,1.603304918202065,Endothelial,Vascular
cell4_35,4.504297384383691,0.3748924450290856,Endothelial,Vascular
cell4_36,4.741315931300639,0.6893678789462554,Endothelial,Vascular
cell4_37,5.135830900492657,0.718637058091617,Endothelial,Vascular
cell4_38,4.934242139459396,1.1776230348582106,Endothelial,Vascular
cell4_39,4.882693190337559,1.5366820806080503,Endothelial,Vascular
cell4_40,5.530393685056442,1.4749831567182408,Endothelial,Vascular
cell4_41,4.527065035136369,0.3551511674834006,Endothelial,Vascular
cell4_42,6.514981483827226,2.165635418402431,Endothelial,Vascular
cell4_43,5.714277495923513,1.7016182681203764,Endothelial,Vascular
cell4_44,4.7517621390316815,1.1972214763462703,Endothelial,Vascular
cell4_45,5.67402102771602,0.8251827610786191,Endothelial,Vascular
cell4_46,4.726101709169411,0.8728215993436496,Endothelial,Vascular
cell4_47,5.046914159329096,0.6427318417440528,Endothelial,Vascular
cell4_48,4.89984212958493,1.5353995028652636,Endothelial,Vascular
cell4_49,6.112652190966181,1.8885677664283254,Endothelial,Vascular
cell4_50,4.608883577319786,0.9895901728617642,Endothelial,Vascular
cell4_51,4.967177963945822,0.6174117614379542,Endothelial,Vascular
cell4_52,4.619793504584883,0.3936455985388809,Endothelial,Vascular
cell4_53,4.577164164162093,0.3867705754978119,Endothelial,Vascular
cell4_54,4.625280056303284,1.153543822100654,Endothelial,Vascular
cell4_55,5.928900818787362,1.5289029650452095,Endothelial,Vascular
cell4_56,5.384565032926172,0.5898508377421261,Endothelial,Vascular
cell4_57,4.989252102787548,1.9075683271187551,Endothelial,Vascular
cell4_58,5.40994667101619,0.27281343715504425,Endothelial,Vascular
cell4_59,4.481655309955619,0.6363122250101341,Endothelial,Vascular
cell4_60,3.8007632433627174,0.41391980069036505,Endothelial,Vascular
cell4_61,4.390328127569605,0.9042697491659865,Endothelial,Vascular
cell4_62,4.765766807380173,0.6148622977947924,Endothelial,Vascular
cell4_63,5.3457156459173545,1.0388482684964109,Endothelial,Vascular
cell4_64,5.470378061502866,1.17292254796449,Endothelial,Vascular
cell4_65,5.124703791920251,1.1783056284074873,Endothelial,Vascular
cell4_66,5.50025148990481,0.8099530521993256,Endothelial,Vascular
cell4_67,4.097283187372181,-0.12128936682350067,Endothelial,Vascular
cell4_68,4.748813014472644,1.3154965771009246,Endothelial,Vascular
cell4_69,6.241373086020821,2.040151536958911,Endothelial,Vascular
cell4_70,4.734472725913236,1.332885878190212,Endothelial,Vascular
cell4_71,4.770457186797776,0.5291968377480637,Endothelial,Vascular
cell4_72,5.245496149454692,1.0854331522591256,Endothelial,Vascular
cell4_73,5.670564365875531,0.4226270331291172,Endothelial,Vascular
cell4_74,5.112731333738084,1.102776944527622,Endothelial,Vascular
cell4_75,4.6437159054522095,0.4907552601472157,Endothelial,Vascular
cell4_76,4.481887994032023,0.2665161415698569,Endothelial,Vascular
cell4_77,4.187801538105944,0.47673974396384444,Endothelial,Vascular
cell4_78,5.65534150108511,1.7391741562741252,Endothelial,Vascular
cell4_79,5.237922029685507,1.1402438879747774,Endothelial,Vascular
cell4_80,5.371931513509875,1.3083630153250914,Endothelial,Vascular
cell4_81,5.135534501036469,1.144213280100338,Endothelial,Vascular
cell4_82,4.987125635738935,0.5830916267258952,Endothelial,Vascular
cell4_83,5.747837184385267,1.1463634739782957,Endothelial,Vascular
cell4_84,5.4015718321692185,1.2499062248877182,Endothelial,Vascular
cell4_85,5.3875399002998945,1.0189071105947944,Endothelial,Vascular
cell4_86,4.0304447048348075,0.8261115479926917,Endothelial,Vascular
cell4_87,4.599859489890163,0.26347521307808286,Endothelial,Vascular
cell4_88,5.806046252642252,0.9758174281364825,Endothelial,Vascular
cell4_89,5.132663746664927,1.5239297920551362,Endothelial,Vascular
cell4_90,4.68383411236182,1.108127248127846,Endothelial,Vascular
cell4_91,5.374547964031922,1.3708179361196642,Endothelial,Vascular
cell4_92,4.7693207306052425,0.7927942669504585,Endothelial,Vascular
cell4_93,5.663965304541727,1.4931350611275342,Endothelial,Vascular
cell4_94,4.6613211634801885,0.3903502116254295,Endothelial,Vascular
cell4_95,4.382621712228483,0.44833135856313366,Endothelial,Vascular
cell4_96,5.412499271085705,1.5571417466669741,Endothelial,Vascular
cell4_97,4.821869389698904,0.5990131620757642,Endothelial,Vascular
cell4_98,4.778632679167682,1.0034333238431483,Endothelial,Vascular
cell4_99,5.581312909493653,0.9152357536868929,Endothelial,Vascular
cell4_100,4.844583135840336,1.5693974080024655,Endothelial,Vascular
cell4_101,4.962892097964653,0.49905367238127185,Endothelial,Vascular
cell4_102,5.195917089777549,1.4320573453391265,Endothelial,Vascular
cell4_103,4.453307860117168,0.808498255209574,Endothelial,Vascular
cell4_104,3.2094463182979673,0.2947517785842987,Endothelial,Vascular
cell4_105,3.8126798045523955,0.37487024822873416,Endothelial,Vascular
cell4_106,4.629071057495024,0.9716873359812767,Endothelial,Vascular
cell4_107,4.871680416395283,0.9261260634786197,Endothelial,Vascular
cell4_108,4.939314800594485,1.713372285779245,Endothelial,Vascular
cell4_109,4.4619136126228325,2.068337769368675,Endothelial,Vascular
cell4_110,5.54234749056639,1.3463334655226993,Endothelial,Vascular
cell4_111,5.061173384038423,1.700211181649216,Endothelial,Vascular
cell4_112,4.530696581522971,1.2811868402093842,Endothelial,Vascular
cell4_113,4.741358049423363,1.3977552906136723,Endothelial,Vascular
cell4_114,5.1137698793679665,1.1227011587722024,Endothelial,Vascular
cell4_115,5.066093198825362,0.3683571757485802,Endothelial,Vascular
cell4_116,5.659638153163913,0.9678694999296331,Endothelial,Vascular
cell4_117,5.376315997942739,1.4586477978764787,Endothelial,Vascular
cell4_118,5.7516897649109895,1.5059801663365153,Endothelial,Vascular
cell4_119,4.922916044466143,0.9391411552257096,Endothelial,Vascular
cell4_120,5.272567179023555,1.2866567767999377,Endothelial,Vascular
cell4_121,4.037446823066755,-0.16764682371654627,Endothelial,Vascular
cell4_122,4.280644464784385,1.031619451515287,Endothelial,Vascular
cell4_123,5.122710847577966,1.7066652908573143,Endothelial,Vascular
cell4_124,4.094195913480502,1.06329201485267,Endothelial,Vascular
cell4_125,4.556982635921782,1.4541431349321,Endothelial,Vascular
cell4_126,6.497841038191324,1.0946480667750658,Endothelial,Vascular
cell4_127,5.085417787697483,2.099588606541927,Endothelial,Vascular
cell4_128,5.818308390201926,1.865600182883218,Endothelial,Vascular
cell4_129,4.6398663724224125,1.4088454698136346,Endothelial,Vascular
cell4_130,6.879790897029635,1.439182271672461,Endothelial,Vascular
cell4_131,5.619136240083293,1.4880366593691512,Endothelial,Vascular
cell4_132,5.454494738037707,0.9466242785471481,Endothelial,Vascular
cell4_133,4.705812844499381,1.1229513851665367,Endothelial,Vascular
cell4_134,3.9647753446606,0.10677346789369413,Endothelial,Vascular
cell4_135,4.23221873398921,0.9971873498802639,Endothelial,Vascular
cell4_136,5.296544908930658,0.80815773047136,Endothelial,Vascular
cell4_137,5.267898007941045,1.6477999327273107,Endothelial,Vascular
cell4_138,4.656070538035199,0.47814047011538763,Endothelial,Vascular
cell4_139,4.604442898765071,0.9134753651322595,Endothelial,Vascular
cell4_140,3.9660650500157577,0.8830431773143296,Endothelial,Vascular
cell4_141,5.383875396941427,1.4828192225544807,Endothelial,Vascular
cell4_142,5.386039332929752,1.2139252769153437,Endothelial,Vascular
cell4_143,4.449547002482054,0.7780756655809724,Endothelial,Vascular
cell4_144,4.275702060174209,0.2522914492355731,Endothelial,Vascular
cell4_145,5.268197538273718,0.4443445969482642,Endothelial,Vascular
cell4_146,3.8955157657404786,0.5245801241588031,Endothelial,Vascular
cell4_147,4.296877551069231,0.6422762669142519,Endothelial,Vascular
cell4_148,5.001807392171151,1.2937065460768327,Endothelial,Vascular
cell4_149,2.6009498289855646,-0.5990518214357601,Endothelial,Vascular
cell4_150,5.102063478325968,0.9427899671842289,Endothelial,Vascular
cell4_151,5.2217175685237445,0.7082291886169552,Endothelial,Vascular
cell4_152,5.4577171852395505,1.852976696286185,Endothelial,Vascular
cell4_153,5.417012666609216,1.091799617749201,Endothelial,Vascular
cell4_154,4.105123668309846,0.8762579521240852,Endothelial,Vascular
cell4_155,4.957455276935807,1.687716571603458,Endothelial,Vascular
cell4_156,4.614980645803225,1.0939174027690453,Endothelial,Vascular
cell4_157,5.307704092170736,0.32382617618235965,Endothelial,Vascular
cell4_158,4.786856505697159,0.978662721469592,Endothelial,Vascular
cell4_159,5.040814531964273,0.9531451305116347,Endothelial,Vascular
cell4_160,5.207870314065628,1.0087095140979403,Endothelial,Vascular
cell4_161,5.492116158546213,1.401221471710214,Endothelial,Vascular
cell4_162,4.587061480641575,0.46062221637257617,Endothelial,Vascular
cell4_163,5.685585211032738,1.702522373952032,Endothelial,Vascular
cell4_164,6.167981625034478,1.7429641928217392,Endothelial,Vascular
cell4_165,4.6804181627293655,1.0177503218770345,Endothelial,Vascular
cell4_166,4.988185565501358,0.9518719980822316,Endothelial,Vascular
cell4_167,4.349630029791982,1.0373458793321393,Endothelial,Vascular
cell4_168,5.140903985533772,1.0428678900332444,Endothelial,Vascular
cell4_169,5.909351651487486,2.349184791649188,Endothelial,Vascular
cell4_170,4.617828348426354,-0.4214348390881275,Endothelial,Vascular
cell4_171,5.292830451643244,1.1024932804172647,Endothelial,Vascular
cell4_172,4.768047090066024,1.8461298101772443,Endothelial,Vascular
cell4_173,4.760767213536978,1.2611236478410952,Endothelial,Vascular
cell4_174,5.955499614909485,1.0734477611257298,Endothelial,Vascular
cell4_175,4.148085232562522,0.6613268555654321,Endothelial,Vascular
cell4_176,4.690690231465927,1.4985779663895573,Endothelial,Vascular
cell4_177,4.983686432562019,0.4775639333743348,Endothelial,Vascular
cell4_178,5.0407255379518014,1.1010441702672573,Endothelial,Vascular
cell4_179,5.6338037293655745,0.9851276658157365,Endothelial,Vascular
cell4_180,3.8368624295271747,0.5687887504564211,Endothelial,Vascular
cell4_181,4.880326868449657,1.1588908663449724,Endothelial,Vascular
cell4_182,4.723972410872499,0.7027485127344557,Endothelial,Vascular
cell4_183,5.147920280880053,1.0933627242718922,Endothelial,Vascular
cell4_184,4.706167578872869,1.5769678401031584,Endothelial,Vascular
cell4_185,4.734798071970024,0.9474689350767816,Endothelial,Vascular
cell4_186,3.6519764916753674,1.1644289465760822,Endothelial,Vascular
cell4_187,5.119643684085861,1.2745111054975342,Endothelial,Vascular
cell4_188,4.8483980977165295,1.722516219974493,Endothelial,Vascular
cell4_189,4.283368549840139,0.653851516091476,Endothelial,Vascular
cell4_190,4.969016307400314,1.0067233521017733,Endothelial,Vascular
cell4_191,6.285410845983903,1.683118469088548,Endothelial,Vascular
cell4_192,4.73690752110127,0.5961834782512145,Endothelial,Vascular
cell4_193,6.809104036112117,2.0253979911678854,Endothelial,Vascular
cell4_194,6.125473067424827,1.3623735773516419,Endothelial,Vascular
cell4_195,4.585136978213299,0.99437624960018,Endothelial,Vascular
cell4_196,4.9778601098639195,0.9386810413253937,Endothelial,Vascular
cell4_197,5.044967971942604,1.5541356358646699,Endothelial,Vascular
cell4_198,5.178381100149018,1.0474482586600005,Endothelial,Vascular
cell4_199,4.318312951550984,-0.147641428008779,Endothelial,Vascular
cell4_200,5.217526757285867,1.1220536217524242,Endothelial,Vascular
cell4_201,5.10941063136047,0.7305518105035074,Endothelial,Vascular
cell4_202,4.773634047528006,0.9382297629159956,Endothelial,Vascular
cell4_203,5.0031697660213945,1.312812254205154,Endothelial,Vascular
cell4_204,6.258944121568767,1.675191340617257,Endothelial,Vascular
cell4_205,4.496648612670307,0.1639700338935286,Endothelial,Vascular
cell4_206,4.904909750095843,1.0477964180902044,Endothelial,Vascular
cell4_207,5.463786238879736,1.037674686177628,Endothelial,Vascular
cell4_208,5.062771883322997,0.8462840243722385,Endothelial,Vascular
cell4_209,5.176262597050469,0.3985879861101431,Endothelial,Vascular
cell4_210,5.273696146093144,0.9101738620297767,Endothelial,Vascular
cell4_211,4.69354240541468,0.9967988683019847,Endothelial,Vascular
cell4_212,5.444525696032609,1.6528714356960224,Endothelial,Vascular
cell4_213,4.655399474625296,1.4564548172381728,Endothelial,Vascular
cell4_214,5.928589737562241,1.8816976120197926,Endothelial,Vascular
cell4_215,4.70846390641529,1.3579351567261881,Endothelial,Vascular
cell4_216,5.51911476224564,1.1149319069204675,Endothelial,Vascular
cell4_217,3.860622094506155,0.44583950939193384,Endothelial,Vascular
cell4_218,4.245706102359156,0.5944400006859792,Endothelial,Vascular
cell4_219,4.770505548239979,1.159142805367478,Endothelial,Vascular
cell4_220,5.889704228981415,0.7219913992680851,Endothelial,Vascular
cell4_221,5.589359665972923,0.5677657508680547,Endothelial,Vascular
cell4_222,4.785708485457281,0.740445653125992,Endothelial,Vascular
cell4_223,4.4418898832986,0.8874366436634639,Endothelial,Vascular
cell4_224,4.803482191136382,0.48694319490970717,Endothelial,Vascular
cell4_225,5.1698235040616085,0.9687415635069374,Endothelial,Vascular
cell4_226,5.0423865938945935,1.345704638732217,Endothelial,Vascular
cell4_227,5.703883780249159,1.8346522761239143,Endothelial,Vascular
cell4_228,4.9390100441982545,0.9865056440952301,Endothelial,Vascular
